17594.5,0.00013408,
17589.5,0.00011292,
17584.5,0.00009641,
17579.5,0.00008205,
17574.5,0.0000671,
17569.5,0.00005449,
17564.5,0.00004393,
17559.5,0.00003516,
17554.5,0.000027926,
17549.5,0.000022015,
17544.5,0.000018112,
17539.5,0.000014854,
17534.5,0.000012139,
17529.5,0.000009884,
17524.5,0.000009006,
17519.5,0.000008228,
17514.5,0.000006935,
17509.5,0.000005848,
17504.5,0.000004932,
17499.5,0.000004158,
17494.5,3.51E-06,
17489.5,2.96E-06,
17484.5,2.43E-06,
17479.5,2.00E-06,
17474.5,1.57E-06,
17469.5,1.23E-06,
17464.5,8.83E-07,
17459.5,6.27E-07,
17454.5,4.43E-07,
17449.5,3.10E-07,
17444.5,2.13E-07,
17439.5,1.46E-07,
17434.5,1.00E-07,
17429.5,7.11E-08,
17424.5,5.02E-08,
17419.5,3.35E-08,
17414.5,2.93E-08,
17409.5,2.51E-08,
17404.5,2.09E-08,
17399.5,2.09E-08,
17394.5,2.09E-08,
17389.5,2.09E-08,
17384.5,2.09E-08,
17379.5,2.09E-08,
17374.5,1.67E-08,
17369.5,1.67E-08,
17364.5,1.25E-08,
17359.5,1.25E-08,
17354.5,1.25E-08,
17349.5,8.37E-09,
17344.5,8.37E-09,
17339.5,4.18E-09,
17334.5,4.18E-09,
17329.5,4.18E-09,
17324.5,0.00E+00,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
